movie_title,original_description,true_genre,predicted_genre
Anak ni Boy Negro,"Nap never knew his father and wanting to please his mother, he never bothered to find out anything about the notorious small time hood. But in his heart, he knew he deserved more than the shanty he grew up in.",action,romance
Lost Love,"The story of a downed fighter pilot faced with a family destroyed by his missiles, and lost in regret of the love he left behind.",romance,action
Manifest Destiny Down: Spacetime,An awkward physics genius and an ex-Catholic sorority girl wake up after blacking out Halloween night to discover they missed the evacuation of Earth. A mystery agent pursues their Theory of Everything as they try to save humanity from AI.,romance,horror
Kamataki,"Ken, a 23-year-old, is devastated at the death of his father. He decides to commit suicide by jumping into the near-freezing river, but somehow miraculously survived. His mother thinks that",romance,action
Off Piste,"An ex-military recluse, living in the mountains of France to escape a traumatic past, is hunted down by those whose lives he has destroyed.",action,horror
Kedi,"Ramesh, nicknamed Rummy (Nagarjuna) loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time.",action,romance
The Haunting of Baylock Residence,"Patricia Woodhouse receives a letter explaining that her older sister has passed away, Patricia discovers that her sisters house has been left to her in the will. Almost immediately",horror,romance
Stuff,A man accidentally shoots his mother in the head.,horror,action
The Law,"A man burdened with the knowledge of a lethal secret suddenly finds himself on the run from The Law, an unearthly secret society which will stop at nothing to possess that information.",horror,action
The Legend of Shaman,"The fact that we are here together talking about my life that passed by could actually be a dream. It is possible that we will wake up in another world and it will be real world. Or the other world could actually be our dream, who knows.",action,romance
Critters 4,"After being cryogenically frozen and waking up on a space station in the near future, the Critters aim to have the unwitting crew for lunch.",horror,action
Masterblaster,"A paintball tournament goes from a fun, exciting weekend to an exercise in survival when someone starts killing the competitors.",action,horror
Police,"A moody, jaded police detective, while investigating a drug ring, falls for a mysterious woman and is drawn into a shady and dangerous scheme.",romance,action
Shadow of a Stranger,"A young woman, June, meets a mysterious, albeit nice, stranger one day. Being cordial, she briefly lets him into her life. But very gradually, she begins to realize this stranger is",horror,romance
Are We Still in This Together,"This follows the life of twin sisters Claire and Angel Dumas, both high school geniuses who ends up working with their parents, Chris and Angela Dumas, after discovering their parents are",action,romance
Hum Dono,Vikram Sehgal (Alok Nath) a renowned businessman has two sons. The legitimate Vishal (Nana Patekar) and the illegitimate Raju (Rishi Kapoor). Vishal's uncle Shrichand (Mohan Joshi) and his,action,romance
Miscreation,This project is categorized as in development. The plot outline is not available.,action,horror
Beauty and the Bandit,"In Old California, a young Frenchman transporting a chest full of silver travels by stagecoach to San Marino, to complete a complex business deal. The stagecoach is ambushed by a band of",romance,action
Hantik,"Teresa (Celia Flor) befriends the Japanese commander, Colonel Nasimoto (Eusebio Gomez) in order to ask the release of her lover's father. Her actions are misinterpreted by her lover (",action,romance
Alien Uprising,"The real ""battle"" is the insurgence within mankind itself.",horror,action
Live Animals,A group of college kids must decide what price they will pay to gain their freedom after being kidnapped by a ruthless White Slave trader.,horror,action
Trasharella,"Rena Riffel (Showgirls/Mulholland Drive) stars in her directorial debut, the B Movie Musical Retro Satire, Trasharella. Transforming into a recycling trashy super hero, it is up to Trasharella to kill the Hollywood Vampire.",action,horror
KL 10 Patthu,"The story of 'KL 10 Pathu' basically revolves around too many incidents like a Panchayath Election, a local football tournament final, and an eloping of the hero and heroine. What makes",romance,action
Compton: The Antwon Ross Story,"Young father, Antwon Ross, balances life in the Compton streets and caring for his mother and son Kenny. But when Kenny is taken away from him, Antwon must choose between a life of crime",action,romance
Xuxa and the Mystery of the Little Ugly Princess,"Princess Ugliness mysteriously disappeared. Because her story is not well known to children, she risks being forgotten forever. But to prevent this from happening, all enchanted princesses come together to save the little princess.",action,horror
Big Bad,A playful nod to 80's adventure films that finds a group kids spending the night in an abandoned jail for a school fundraiser. Things take a chilling turn when their chaperone vanishes just as a vicious beast attacks.,action,horror
Dancing Betweeen the Raindrops,A novitiate's faith is seduced by an metaphysical teacher.,horror,romance
Death Kappa,"Scientists create amphibious supersoldiers and detonate a nuclear bomb. In the midst of the fallout, a monster arrives, leaving Japan defenseless. Mankind's only hope is an irradiated water goblin with death on its mind.",action,horror
Backstabbing for Beginners,A young program coordinator at the United Nations stumbles upon a conspiracy involving Iraq's oil reserves.,romance,action
Illusion,"Feature film adaptation of the novel by Andrew Neiderman, titled ""Illusion"".",romance,horror
Barjo,"Barjo (nutcase, crap artist), the narrator, is an obsessive simpleton who fills his notebook with verbatim dialog, observed trivia, and oddball speculation on human behavior and the end of",romance,horror
Strayer's Chronicle,"In the early 1990s, experiments were carried out secretly in Japan. Two different methods were used in the experiments. One method involved forcing stress upon expecting parents and when",action,horror
The Jungle Book,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",romance,action
Crosstalk,"A computer genius is confined to a penthouse after a car accident, with only a nurse to look after him. But the advanced computer systems designed to make his life easier appear to be taking control.",romance,action
Puli (The 19th Century),"Arattupuzha Velayudha Panicker, a 19th century fiery social reformer and his unswerving fight against the dominant caste oppressions by the upper classes.",action,romance
